Time,Year,Month,Ecoregion,SoilType,NrOfCohorts,MaxLayerRatio,Layers,SumCanopyProp,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),Potential Evapotranspiration(mm),Potential Evaporation(mm),Evaporation(mm),PotentialTranspiration(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),Water(m/m),PressureHead(m),Surface Water (mm),Available Water (mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,SoilDiffusivity(mm2_s),ActiveLayerDepth(mm/mo),LeakageFrac(-),AverageAlbedo(ratio_W_m2),FrostDepth(mm/mo),SPEI,Canopy%N
1906.417,1906,6,eco999,SALO,1,0.999999999933871,1,0.07246793,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.24745,114.0197,112.613,43.76031,0.6030278,0.6030278,0.2914987,12.90085,0.2326629,1.13,0,151.6064,0,0.02256982,1.308112,2.019973,1.7653,0.03968015,45.94467,22.60999,1.320869,3.972949,1,0,0,0.7333754,1.070072,956.407,0.4093428,0,0.1,0.2226077,0,0,2.3
1906.5,1906,7,eco999,SALO,1,0.999999999933871,1,0.07246793,908,13.16,20.38,23.99,27.6,96.06,375,0,0,57.23068,133.6777,132.0286,40.92044,0.6677957,0.6677957,0.2165612,9.584344,0.220103,1.46,0,139.0466,0,0.02256982,1.468441,1.992693,1.689789,0.04810272,45.94467,22.60999,1.320869,5.614635,1,0,0,0.7333754,1.070072,897.1255,0.4093428,0,0.1,0.2226077,0,0,2.3
1906.583,1906,8,eco999,SALO,1,0.999999999933871,1,0.07246793,816,12.06,19.03,22.515,26,112.18,375,0,0,56.1111,114.9885,113.5699,40.83687,0.5601516,0.5601516,0.2529028,11.19271,0.2233293,1.36,0,142.2729,0,0.02256982,1.319802,1.85973,1.579129,0.0415465,45.94467,22.60999,1.320869,7.152217,1,0,0,0.7333754,1.070072,806.2274,0.4093428,0,0.1,0.2226077,0,0,2.3
1906.667,1906,9,eco999,SALO,1,0.999999999933871,1,0.07246793,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,50.52501,75.86906,74.9331,39.47348,0.3457064,0.3457064,0.2092794,9.262073,0.2163438,1.58,0,135.2873,0,0.02256982,0.9959317,1.521007,1.319729,0.02625787,45.94467,22.60999,1.320869,8.44569,1,0,0,0.7333754,1.070072,683.7125,0.4093428,0,0.1,0.2226077,0,0,2.3
1906.75,1906,10,eco999,SALO,1,0.999999999933871,1,0.07246793,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,33.87519,49.86157,49.24644,35.58965,0.1621652,0.1621652,0.1347703,5.964523,0.2003975,2.26,0,119.3411,0,0.02256982,0.6941499,1.023665,0.8853937,0.01476288,45.94467,22.60999,1.320869,9.316322,1,0,0,0.7333754,1.070072,503.8921,0.4093428,0,0.1,0.2226077,0,0,2.3
1906.833,1906,11,eco999,SALO,1,0.999999999933871,1,0.07246793,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,31.48983,24.67068,24.36633,0,0,0,0.1157327,5.121977,0.2150055,1.63,0,133.9491,8.44432,0,0.3477341,0,0,0.005716786,45.94467,22.60999,0,9.310605,1,1.32086908817291,0,0.7333754,1.320869,318,0.4093428,0,0.1,0.451108,0,0,0
1906.917,1906,12,eco999,SALO,1,0.999999999933871,1,0.07246793,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2150055,1.63,0,133.9491,42.91182,0,0.2206066,0,0,0.002640235,57.03226,28.11756,0,1.466228,1,1.32086908817291,0.911646544933319,0.9116465,1.320869,287,0.4093428,0,0.1,0.75,0,0,0
1907,1907,1,eco999,SALO,1,0.999999999933871,1,0.07246793,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2150055,1.63,0,133.9491,73.05282,0,0.2058431,0,0,0.002243518,57.03226,28.11756,0,1.463984,2,0,0,0.9116465,1.320869,350,0.4093428,0,0.1,0.75,0,0,0
1907.083,1907,2,eco999,SALO,1,0.999999999933871,1,0.07246793,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2150055,1.63,0,133.9491,95.04232,0,0.2462872,0,0,0.002678252,57.03226,28.11756,0,1.461306,2,0,0,0.9116465,1.320869,520,0.4093428,0,0.1,0.75,0,0,0
1907.167,1907,3,eco999,SALO,1,0.999999999933871,1,0.07246793,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.74191,0,0,0,0,0,0,2.392987,0.2058004,2,0,124.744,111.5409,0,0.3765831,0,0,0.005964076,57.03226,28.11756,0,1.455342,2,0,0,0.9116465,1.320869,685,0.4093428,0,0.1,0.75,0,0,0
1907.25,1907,4,eco999,SALO,1,0.999999999933871,1,0.07246793,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,76.74242,49.46592,49.46592,44.3515,0,0,0,7.555,0.2642423,0.62,0,183.1859,0,0,0.6480249,0,0,0.01546058,57.03226,28.11756,0,1.439881,2,0,0,0.9116465,1.320869,889,0.4093428,0,0.1,0.24,0,0,0
1907.333,1907,5,eco999,SALO,1,0.999999999933871,1,0.08962668,996,4.91,12.56,16.385,20.21,110.41,375,0,0,82.78304,81.02394,81.02394,46.29753,0.5246375,0.5246375,0,11.041,0.234006,1.1,0,152.9496,0,0.0345232,0.9965439,2.853038,2.576263,0.03656875,70.53619,34.77515,2.008545,3.416661,2,0,0,1.127504,1.633621,978.1274,0.4093428,0,0.1,0.2184896,0,0,2.3
1907.417,1907,6,eco999,SALO,1,0.999999999933871,1,0.08962668,968,10.6,17.96,21.64,25.32,129.3,375,0,0,72.03522,114.0197,111.8751,44.22729,0.9145198,0.9145198,0.4456154,12.88544,0.232798,1.12,0,151.7415,0,0.0345232,1.308112,3.063384,2.676121,0.06089111,70.53619,34.77515,2.008545,6.031891,2,0,0,1.127504,1.633621,950.6298,0.4093428,0,0.1,0.2184896,0,0,2.3
1907.5,1907,7,eco999,SALO,1,0.999999999933871,1,0.08962668,908,13.16,20.38,23.99,27.6,96.06,375,0,0,58.04016,133.6777,131.1635,40.75581,1.012369,1.012369,0.3310581,9.572894,0.2191456,1.49,0,138.0892,0,0.0345232,1.468441,3.020895,2.560292,0.07381593,70.53619,34.77515,2.008545,8.518367,2,0,0,1.127504,1.633621,891.7065,0.4093428,0,0.1,0.2184896,0,0,2.3
1907.583,1907,8,eco999,SALO,1,0.999999999933871,1,0.08962668,816,12.06,19.03,22.515,26,112.18,375,0,0,55.03502,114.9885,112.8257,40.62286,0.8486273,0.8486273,0.3866135,11.17934,0.2232532,1.37,0,142.1967,0,0.0345232,1.319802,2.817483,2.390795,0.06375511,70.53619,34.77515,2.008545,10.84541,2,0,0,1.127504,1.633621,801.3574,0.4093428,0,0.1,0.2184896,0,0,2.3
1907.667,1907,9,eco999,SALO,1,0.999999999933871,1,0.08962668,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,51.80295,75.86906,74.44207,39.25054,0.5231849,0.5231849,0.3199263,9.251008,0.2149355,1.63,0,133.8791,0,0.0345232,0.9959317,2.30186,1.995792,0.04029397,70.53619,34.77515,2.008545,12.80091,2,0,0,1.127504,1.633621,679.5825,0.4093428,0,0.1,0.2184896,0,0,2.3
1907.75,1907,10,eco999,SALO,1,0.999999999933871,1,0.08962668,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,33.36196,49.86157,48.92374,35.40507,0.2449221,0.2449221,0.2060239,5.957397,0.1995401,2.31,0,118.4837,0,0.0345232,0.6941499,1.546066,1.335808,0.02265436,70.53619,34.77515,2.008545,14.11406,2,0,0,1.127504,1.633621,500.8484,0.4093428,0,0.1,0.2184896,0,0,2.3
1907.833,1907,11,eco999,SALO,1,0.999999999933871,1,0.08962668,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.87732,24.67068,24.20666,0,0,0,0.176921,5.115859,0.2147056,1.64,0,133.6491,8.44432,0,0.3477341,0,0,0.008772684,70.53619,34.77515,0,14.10529,2,2.00854468345642,0,1.127504,2.008545,318,0.4093428,0,0.1,0.451108,0,0,0
1907.917,1907,12,eco999,SALO,1,0.999999999933871,1,0.08962668,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2147056,1.64,0,133.6491,42.91182,0,0.2206066,0,0,0.004051568,87.29639,43.02081,0,2.22954,2,2.00854468345642,1.40086483955383,1.400865,2.008545,287,0.4093428,0,0.1,0.7500001,0,0,0
1908,1908,1,eco999,SALO,1,0.999999999933871,1,0.08962668,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2147056,1.64,0,133.6491,73.05282,0,0.2058431,0,0,0.003433256,87.29639,43.02081,0,2.226107,1,1,1,1.400865,2.008545,350,0.4093428,0,0.1,0.7500001,0,0,0
1908.083,1908,2,eco999,SALO,1,0.999999999933871,1,0.08962668,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2147056,1.64,0,133.6491,95.04232,0,0.2462872,0,0,0.004098531,87.29639,43.02081,0,2.222008,1,1,1,1.400865,2.008545,520,0.4093428,0,0.1,0.7500001,0,0,0
1908.167,1908,3,eco999,SALO,1,0.999999999933871,1,0.08962668,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.53606,0,0,0,0,0,0,2.392987,0.2057063,2,0,124.6499,111.5409,0,0.3765831,0,0,0.0091426,87.29639,43.02081,0,2.212866,1,1,1,1.400865,2.008545,685,0.4093428,0,0.1,0.7500001,0,0,0
1908.25,1908,4,eco999,SALO,1,0.999999999933871,1,0.08962668,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,78.33483,49.63457,49.63457,44.71244,0,0,0,7.555,0.262195,0.65,0,181.1385,0,0,0.6480249,0,0,0.02369736,87.29639,43.02081,0,2.189169,1,1,1,1.400865,2.008545,889,0.4093428,0,0.1,0.24,0,0,0
1908.333,1908,5,eco999,SALO,1,0.999999999933871,1,0.1104559,996,4.91,12.56,16.385,20.21,110.41,375,0,0,81.76835,81.21306,81.21305,46.01256,0.7932376,0.7932376,0,11.041,0.2329898,1.12,0,151.9333,0,0.05243419,0.9965439,4.29845,3.881079,0.05582884,107.5841,53.01885,3.028843,5.160203,1,1,1,1.726426,2.475331,969.522,0.4093428,0,0.1,0.2134906,0,0,2.3
1908.417,1908,6,eco999,SALO,1,0.999999999933871,1,0.1104559,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.94987,114.0726,110.8299,43.8655,1.374998,1.374998,0.6761998,12.86238,0.2335609,1.11,0,152.5044,0,0.05243419,1.308112,4.605857,4.021873,0.0928725,107.5841,53.01885,3.028843,9.089205,1,1,1,1.726426,2.475331,942.2663,0.4093428,0,0.1,0.2134906,0,0,2.3
1908.5,1908,7,eco999,SALO,1,0.999999999933871,1,0.1104559,908,13.16,20.38,23.99,27.6,96.06,375,0,0,58.41759,133.4698,129.6757,40.72015,1.518355,1.518355,0.5023646,9.555763,0.2189067,1.5,0,137.8503,0,0.05243419,1.468441,4.53075,3.83617,0.1124814,107.5841,53.01885,3.028843,12.81289,1,1,1,1.726426,2.475331,883.8614,0.4093428,0,0.1,0.2134906,0,0,2.3
1908.583,1908,8,eco999,SALO,1,0.999999999933871,1,0.1104559,816,12.06,19.03,22.515,26,112.18,375,0,0,54.7808,114.6486,111.3895,40.55174,1.269977,1.269977,0.5866674,11.15933,0.2227381,1.38,0,141.6817,0,0.05243419,1.319802,4.216386,3.572948,0.09709566,107.5841,53.01885,3.028843,16.28875,1,1,1,1.726426,2.475331,794.3071,0.4093428,0,0.1,0.2134906,0,0,2.3
1908.667,1908,9,eco999,SALO,1,0.999999999933871,1,0.1104559,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,50.43337,75.58541,73.43674,39.33537,0.7813277,0.7813277,0.4854727,9.234453,0.215298,1.62,0,134.2416,0,0.05243419,0.9959317,3.437613,2.976069,0.06134796,107.5841,53.01885,3.028843,19.20346,1,1,1,1.726426,2.475331,673.6036,0.4093428,0,0.1,0.2134906,0,0,2.3
1908.75,1908,10,eco999,SALO,1,0.999999999933871,1,0.1104559,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,33.58473,49.6535,48.242,35.50721,0.3647279,0.3647279,0.3126312,5.946737,0.199362,2.32,0,118.3056,0,0.05243419,0.6941499,2.302338,1.985274,0.03448908,107.5841,53.01885,3.028843,21.15425,1,1,1,1.726426,2.475331,496.442,0.4093428,0,0.1,0.2134906,0,0,2.3
1908.833,1908,11,eco999,SALO,1,0.999999999933871,1,0.1104559,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.71894,24.57917,23.88046,0,0,0,0.2684691,5.106704,0.2146034,1.64,0,133.547,8.44432,0,0.3477341,0,0,0.0133622,107.5841,53.01885,0,21.14088,1,4.02884268760681,1,1.726426,3.028843,318,0.4093428,0,0.1,0.451108,0,0,0
1908.917,1908,12,eco999,SALO,1,0.999999999933871,1,0.1104559,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2146034,1.64,0,133.547,42.91182,0,0.2206066,0,0,0.006176503,132.5471,65.27946,0,3.362097,1,4.02884268760681,3.13621783256531,2.136218,3.028843,287,0.4093428,0,0.1,0.75,0,0,0
1909,1909,1,eco999,SALO,1,0.999999999933871,1,0.1104559,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2146034,1.64,0,133.547,73.05282,0,0.2058431,0,0,0.005215967,132.5471,65.27946,0,3.356881,3,2,2,2.136218,3.028843,350,0.4093428,0,0.1,0.75,0,0,0
1909.083,1909,2,eco999,SALO,1,0.999999999933871,1,0.1104559,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2146034,1.64,0,133.547,95.04232,0,0.2462872,0,0,0.006226683,132.5471,65.27946,0,3.350654,3,2,2,2.136218,3.028843,520,0.4093428,0,0.1,0.75,0,0,0
1909.167,1909,3,eco999,SALO,1,0.999999999933871,1,0.1104559,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.46595,0,0,0,0,0,0,2.392987,0.2056742,2,0,124.6178,111.5409,0,0.3765831,0,0,0.01386591,132.5471,65.27946,0,3.336788,3,2,2,2.136218,3.028843,685,0.4093428,0,0.1,0.75,0,0,0
1909.25,1909,4,eco999,SALO,1,0.999999999933871,1,0.1104559,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,84.17338,49.46592,49.46592,45.71416,0,0,0,7.555,0.2553226,0.73,0,174.2662,0,0,0.6480249,0,0,0.03594438,132.5471,65.27946,0,3.300843,3,2,2,2.136218,3.028843,889,0.4093428,0,0.1,0.24,0,0,0
1909.333,1909,5,eco999,SALO,1,0.999999999933871,1,0.1354959,996,4.91,12.56,16.385,20.21,110.41,375,0,0,77.57864,81.02394,81.02394,45.10095,1.181281,1.181281,0,11.041,0.2308307,1.17,0,149.7743,0,0.07890208,0.9965439,6.37158,5.748906,0.0843259,162.595,80.07805,4.518716,7.68029,3,2,2,2.62049,3.715469,957.319,0.4093428,0,0.1,0.207481,0,0,2.3
1909.417,1909,6,eco999,SALO,1,0.999999999933871,1,0.1354959,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.06258,114.0197,109.1775,43.5778,2.041479,2.041479,1.01619,12.82838,0.2316044,1.15,0,150.5479,0,0.07890208,1.308112,6.838379,5.967136,0.1404122,162.595,80.07805,4.518716,13.50701,3,2,2,2.62049,3.715469,930.4064,0.4093428,0,0.1,0.207481,0,0,2.3
1909.5,1909,7,eco999,SALO,1,0.999999999933871,1,0.1354959,908,13.16,20.38,23.99,27.6,96.06,375,0,0,56.68083,133.6777,128.0007,40.61145,2.257643,2.257643,0.7549512,9.530505,0.217829,1.53,0,136.7726,0,0.07890208,1.468441,6.736775,5.700535,0.1702162,162.595,80.07805,4.518716,19.03733,3,2,2,2.62049,3.715469,872.7366,0.4093428,0,0.1,0.207481,0,0,2.3
1909.583,1909,8,eco999,SALO,1,0.999999999933871,1,0.1354959,816,12.06,19.03,22.515,26,112.18,375,0,0,53.08175,114.9885,110.1052,40.19259,1.889174,1.889174,0.8816409,11.12984,0.2228341,1.38,0,141.7776,0,0.07890208,1.319802,6.272148,5.312207,0.1470164,162.595,80.07805,4.518716,24.20251,3,2,2,2.62049,3.715469,784.3096,0.4093428,0,0.1,0.207481,0,0,2.3
1909.667,1909,9,eco999,SALO,1,0.999999999933871,1,0.1354959,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,50.47181,75.86906,72.64706,39.35788,1.161402,1.161402,0.7295661,9.210044,0.2147334,1.64,0,133.6769,0,0.07890208,0.9959317,5.109829,4.421254,0.09291607,162.595,80.07805,4.518716,28.53085,3,2,2,2.62049,3.715469,665.1253,0.4093428,0,0.1,0.207481,0,0,2.3
1909.75,1909,10,eco999,SALO,1,0.999999999933871,1,0.1354959,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,33.33751,49.86157,47.74405,35.21888,0.540849,0.540849,0.4698208,5.931018,0.1990153,2.33,0,117.9588,0,0.07890208,0.6941499,3.414099,2.941072,0.05223992,162.595,80.07805,4.518716,31.41969,3,2,2,2.62049,3.715469,490.1935,0.4093428,0,0.1,0.207481,0,0,2.3
1909.833,1909,11,eco999,SALO,1,0.999999999933871,1,0.1354959,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.42776,24.67068,23.62296,0,0,0,0.4034541,5.093205,0.2144264,1.65,0,133.3699,8.44432,0,0.3477341,0,0,0.02022941,162.595,80.07805,0,31.39946,3,6.51871585845947,2,2.62049,4.518716,318,0.4093428,0,0.1,0.451108,0,0,0
1909.917,1909,12,eco999,SALO,1,0.999999999933871,1,0.1354959,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2144264,1.65,0,133.3699,42.91182,0,0.2206066,0,0,0.009342733,199.7209,98.37,0,5.015958,3,6.51871585845947,5.22751116752625,3.227511,4.518716,287,0.4093428,0,0.1,0.75,0,0,0
1910,1910,1,eco999,SALO,1,0.999999999933871,1,0.1354959,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2144264,1.65,0,133.3699,73.05282,0,0.2058431,0,0,0.007858344,199.7209,98.37,0,5.008099,3,4,4,3.227511,4.518716,350,0.4093428,0,0.1,0.75,0,0,0
1910.083,1910,2,eco999,SALO,1,0.999999999933871,1,0.1354959,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2144264,1.65,0,133.3699,95.04232,0,0.2462872,0,0,0.009381084,199.7209,98.37,0,4.998718,3,4,4,3.227511,4.518716,520,0.4093428,0,0.1,0.75,0,0,0
1910.167,1910,3,eco999,SALO,1,0.999999999933871,1,0.1354959,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.3445,0,0,0,0,0,0,2.392987,0.2056187,2,0,124.5623,111.5409,0,0.3765831,0,0,0.0208903,199.7209,98.37,0,4.977828,3,4,4,3.227511,4.518716,685,0.4093428,0,0.1,0.75,0,0,0
1910.25,1910,4,eco999,SALO,1,0.999999999933871,1,0.1354959,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,93.33972,49.46592,49.46592,47.40973,0,0,0,7.555,0.2444051,0.9,0,163.3487,0,0,0.6480249,0,0,0.05415358,199.7209,98.37,0,4.923675,3,4,4,3.227511,4.518716,889,0.4093428,0,0.1,0.24,0,0,0
1910.333,1910,5,eco999,SALO,1,0.999999999933871,1,0.1654035,996,4.91,12.56,16.385,20.21,110.41,375,0,0,70.63286,81.02394,81.02394,43.71404,1.741655,1.741655,0,11.041,0.2276856,1.25,0,146.6291,0,0.1175779,0.9965439,9.34841,8.429996,0.1264267,243.8048,120.0829,6.664883,11.31484,3,4,4,3.939911,5.51612,940.3384,0.4093428,0,0.1,0.2003032,0,0,2.3
1910.417,1910,6,eco999,SALO,1,0.999999999933871,1,0.1654035,968,10.6,17.96,21.64,25.32,129.3,375,0,0,65.99454,114.0197,106.8796,43.00311,2.994409,2.994409,1.51138,12.77886,0.2307033,1.17,0,149.6469,0,0.1175779,1.308112,10.03043,8.745387,0.2105148,243.8048,120.0829,6.664883,19.84971,3,4,4,3.939911,5.51612,913.9032,0.4093428,0,0.1,0.2003032,0,0,2.3
1910.5,1910,7,eco999,SALO,1,0.999999999933871,1,0.1654035,908,13.16,20.38,23.99,27.6,96.06,375,0,0,55.68055,133.6777,125.3067,40.2603,3.309293,3.309293,1.12284,9.493716,0.2168966,1.56,0,135.8401,0,0.1175779,1.468441,9.874883,8.34648,0.255199,243.8048,120.0829,6.664883,27.94099,3,4,4,3.939911,5.51612,857.2563,0.4093428,0,0.1,0.2003032,0,0,2.3
1910.583,1910,8,eco999,SALO,1,0.999999999933871,1,0.1654035,816,12.06,19.03,22.515,26,112.18,375,0,0,52.79469,114.9885,107.7878,40.04488,2.766028,2.766028,1.311265,11.08687,0.2210729,1.43,0,140.0165,0,0.1175779,1.319802,9.183348,7.767482,0.2204163,243.8048,120.0829,6.664883,35.48806,3,4,4,3.939911,5.51612,770.3977,0.4093428,0,0.1,0.2003032,0,0,2.3
1910.667,1910,9,eco999,SALO,1,0.999999999933871,1,0.1654035,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.72405,75.86906,71.11805,38.97865,1.69739,1.69739,1.085084,9.174492,0.2142432,1.66,0,133.1868,0,0.1175779,0.9959317,7.468017,6.452402,0.1393057,243.8048,120.0829,6.664883,41.80116,3,4,4,3.939911,5.51612,653.3275,0.4093428,0,0.1,0.2003032,0,0,2.3
1910.75,1910,10,eco999,SALO,1,0.999999999933871,1,0.1654035,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,32.27253,49.86157,46.73917,35.16037,0.7878552,0.7878552,0.6987649,5.908123,0.1991956,2.32,0,118.1392,0,0.1175779,0.6941499,4.973321,4.27563,0.0783214,243.8048,120.0829,6.664883,45.99847,3,4,4,3.939911,5.51612,481.4986,0.4093428,0,0.1,0.2003032,0,0,2.3
1910.833,1910,11,eco999,SALO,1,0.999999999933871,1,0.1654035,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.47385,24.67068,23.12577,0,0,0,0.6000577,5.073545,0.2143836,1.65,0,133.3271,8.44432,0,0.3477341,0,0,0.03032922,243.8048,120.0829,0,45.96814,3,10.6648826599121,4,3.939911,6.664883,318,0.4093428,0,0.1,0.451108,0,0,0
1910.917,1910,12,eco999,SALO,1,0.999999999933871,1,0.1654035,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2143836,1.65,0,133.3271,42.91182,0,0.2206066,0,0,0.01400722,298.0571,146.7129,0,7.398273,3,10.6648826599121,8.83970594406128,4.839706,6.664883,287,0.4093428,0,0.1,0.75,0,0,0
1911,1911,1,eco999,SALO,1,0.999999999933871,1,0.1654035,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2143836,1.65,0,133.3271,73.05282,0,0.2058431,0,0,0.01172395,298.0571,146.7129,0,7.38655,4,7,8,4.839706,6.664883,350,0.4093428,0,0.1,0.75,0,0,0
1911.083,1911,2,eco999,SALO,1,0.999999999933871,1,0.1654035,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2143836,1.65,0,133.3271,95.04232,0,0.2462872,0,0,0.01399574,298.0571,146.7129,0,7.372555,4,7,8,4.839706,6.664883,520,0.4093428,0,0.1,0.75,0,0,0
1911.167,1911,3,eco999,SALO,1,0.999999999933871,1,0.1654035,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.31512,0,0,0,0,0,0,2.392987,0.2056053,2.01,0,124.5489,111.5409,0,0.3765831,0,0,0.03116646,298.0571,146.7129,0,7.341389,4,7,8,4.839706,6.664883,685,0.4093428,0,0.1,0.75,0,0,0
1911.25,1911,4,eco999,SALO,1,0.999999999933871,1,0.1654035,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,88.45852,49.46592,49.46592,45.84282,0,0,0,7.555,0.2508398,0.79,0,169.7834,0,0,0.6480249,0,0,0.08079232,298.0571,146.7129,0,7.260597,4,7,8,4.839706,6.664883,889,0.4093428,0,0.1,0.24,0,0,0
1911.333,1911,5,eco999,SALO,1,0.999999999933871,1,0.2006461,996,4.91,12.56,16.385,20.21,110.41,375,0,0,74.02197,81.02394,81.02394,44.3413,2.531137,2.531137,0,11.041,0.2293145,1.21,0,148.2581,0,0.1730206,0.9965439,13.50077,12.16553,0.1874343,361.5642,177.9731,9.689743,16.42533,4,7,8,5.870904,8.084971,917.3503,0.4093428,0,0.1,0.1918449,0,0,2.3
1911.417,1911,6,eco999,SALO,1,0.999999999933871,1,0.2006461,968,10.6,17.96,21.64,25.32,129.3,375,0,0,66.53519,114.0197,103.6697,42.99649,4.322994,4.322994,2.217913,12.70821,0.2298338,1.19,0,148.7773,0,0.1730206,1.308112,14.48081,12.61256,0.3120993,361.5642,177.9731,9.689743,28.72578,4,7,8,5.870904,8.084971,891.5613,0.4093428,0,0.1,0.1918449,0,0,2.3
1911.5,1911,7,eco999,SALO,1,0.999999999933871,1,0.2006461,908,13.16,20.38,23.99,27.6,96.06,375,0,0,53.59373,133.6777,121.5433,39.92852,4.77388,4.77388,1.64774,9.441226,0.2165087,1.58,0,135.4523,0,0.1730206,1.468441,14.24519,12.02312,0.3783459,361.5642,177.9731,9.689743,40.37056,4,7,8,5.870904,8.084971,836.2993,0.4093428,0,0.1,0.1918449,0,0,2.3
1911.583,1911,8,eco999,SALO,1,0.999999999933871,1,0.2006461,816,12.06,19.03,22.515,26,112.18,375,0,0,51.61279,114.9885,104.5506,39.75094,3.984875,3.984875,1.92425,11.02558,0.2203903,1.45,0,139.3338,0,0.1730206,1.319802,13.22998,11.17152,0.3267788,361.5642,177.9731,9.689743,51.2153,4,7,8,5.870904,8.084971,751.5641,0.4093428,0,0.1,0.1918449,0,0,2.3
1911.667,1911,9,eco999,SALO,1,0.999999999933871,1,0.2006461,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.11605,75.86906,68.98215,38.75567,2.440247,2.440247,1.592335,9.123767,0.2131922,1.69,0,132.1358,0,0.1730206,0.9959317,10.73637,9.259818,0.206528,361.5642,177.9731,9.689743,60.26858,4,7,8,5.870904,8.084971,637.3558,0.4093428,0,0.1,0.1918449,0,0,2.3
1911.75,1911,10,eco999,SALO,1,0.999999999933871,1,0.2006461,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,31.10646,49.86157,45.33545,34.92801,1.128443,1.128443,1.02542,5.875458,0.1989084,2.34,0,117.852,0,0.1730206,0.6941499,7.123272,6.108933,0.1161156,361.5642,177.9731,9.689743,66.26139,4,7,8,5.870904,8.084971,469.7276,0.4093428,0,0.1,0.1918449,0,0,2.3
1911.833,1911,11,eco999,SALO,1,0.999999999933871,1,0.2006461,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.16607,24.67068,22.43123,0,0,0,0.88057,5.045494,0.2141517,1.66,0,133.0953,8.44432,0,0.3477341,0,0,0.04496467,361.5642,177.9731,0,66.21642,4,16.6897430419922,8,5.870904,9.689743,318,0.4093428,0,0.1,0.451108,0,0,0
